frame,timestamp,person_id,vehicle_id,centroid_x,centroid_y,in_roi,dwell_time,history_len
206,6.84,7,5,199.4,234.9,False,0,0
207,6.87,3,5,223.9,234.8,True,0.07,2
207,6.87,6,5,210.1,220.6,True,0.03,1
207,6.87,7,5,203.6,233.7,True,0,0
208,6.91,3,5,227.5,233.3,True,0.1,3
208,6.91,6,5,216.5,218.7,True,0.07,2
208,6.91,7,5,209.0,232.4,True,0.03,1
209,6.94,3,5,231.9,231.7,True,0.13,4
209,6.94,6,5,222.9,216.7,True,0.1,3
209,6.94,7,5,212.7,230.5,True,0.07,2
210,6.97,3,5,236.2,230.6,True,0.17,5
210,6.97,6,5,229.3,214.8,True,0.13,4
210,6.97,7,5,217.7,228.8,True,0.1,3
211,7.01,3,5,239.5,229.0,True,0.2,6
211,7.01,6,5,235.7,212.8,True,0.17,5
211,7.01,7,5,221.8,227.5,True,0.13,4
212,7.04,3,5,243.1,227.4,True,0.23,7
212,7.04,6,5,242.1,210.9,True,0.2,6
212,7.04,7,5,225.5,226.2,True,0.17,5
213,7.07,3,5,246.7,225.8,True,0.27,8
213,7.07,6,5,246.1,216.8,True,0.23,7
213,7.07,7,5,230.9,225.0,True,0.2,6
214,7.11,3,5,251.0,224.2,True,0.3,9
214,7.11,6,5,252.4,215.3,True,0.27,8
214,7.11,7,5,236.1,223.7,True,0.23,7
215,7.14,3,5,250.1,222.4,True,0.33,10
215,7.14,6,5,258.6,213.8,True,0.3,9
215,7.14,7,5,240.2,222.2,True,0.27,8
216,7.17,3,5,253.9,220.8,True,0.37,11
216,7.17,6,5,264.9,212.3,True,0.33,10
216,7.17,7,5,244.0,220.9,True,0.3,9
217,7.21,3,5,257.6,219.1,True,0.4,12
217,7.21,6,5,271.1,210.8,True,0.37,11
217,7.21,7,5,247.1,219.6,True,0.33,10
218,7.24,3,5,261.4,217.4,True,0.43,13
218,7.24,6,5,277.4,209.3,True,0.4,12
218,7.24,7,4,241.1,223.3,True,0,0
219,7.27,3,5,265.1,215.7,True,0.47,14
219,7.27,6,5,283.6,207.8,True,0.43,13
219,7.27,7,4,240.3,221.0,True,0.03,1
220,7.31,3,5,268.8,214.0,True,0.5,15
220,7.31,6,2,330.0,175.4,True,0,0
220,7.31,7,4,241.2,220.0,True,0.07,2
221,7.34,3,5,272.6,212.3,True,0.53,16
221,7.34,6,2,334.0,174.8,True,0.03,1
221,7.34,7,4,244.0,218.7,True,0.1,3
222,7.37,3,5,278.6,212.1,True,0.57,17
222,7.37,6,2,338.0,174.1,True,0.07,2
222,7.37,7,4,243.6,218.0,True,0.13,4
223,7.41,3,5,282.5,210.5,True,0.6,18
223,7.41,6,2,342.1,173.4,True,0.1,3
223,7.41,7,4,244.3,217.6,True,0.17,5
224,7.44,3,5,286.4,209.0,True,0.63,19
224,7.44,6,2,346.1,172.7,True,0.13,4
224,7.44,7,4,248.6,217.8,True,0.2,6
225,7.47,3,5,287.2,208.3,True,0.67,20
225,7.47,6,2,350.1,172.0,True,0.17,5
225,7.47,7,4,250.7,217.1,True,0.23,7
226,7.51,2,4,244.9,213.2,True,0,0
226,7.51,3,5,289.5,207.1,True,0.7,21
226,7.51,6,1,359.8,171.3,True,0,0
226,7.51,7,4,250.8,215.6,True,0.27,8
227,7.54,2,4,241.8,211.7,True,0.03,1
227,7.54,3,5,292.5,206.2,True,0.73,22
227,7.54,6,1,363.7,170.5,True,0.03,1
227,7.54,7,4,251.0,213.6,True,0.3,9
228,7.57,2,4,240.4,211.2,True,0.07,2
228,7.57,3,5,295.4,203.1,True,0.77,23
228,7.57,6,1,367.8,169.8,True,0.07,2
228,7.57,7,4,252.8,212.9,True,0.33,10
229,7.61,2,4,234.9,213.7,True,0.1,3
229,7.61,3,5,291.4,200.3,True,0.8,24
229,7.61,6,1,371.8,169.1,True,0.1,3
229,7.61,7,4,250.8,215.3,True,0.37,11
230,7.64,2,4,232.6,213.8,True,0.13,4
230,7.64,3,5,292.8,200.5,True,0.83,25
230,7.64,6,1,375.7,168.3,True,0.13,4
230,7.64,7,4,251.6,214.7,True,0.4,12
231,7.67,2,4,228.0,212.9,True,0.17,5
231,7.67,3,5,293.5,200.5,True,0.87,26
231,7.67,6,1,379.6,167.6,True,0.17,5
231,7.67,7,4,249.7,213.3,True,0.43,13
232,7.71,2,4,225.5,212.9,True,0.2,6
232,7.71,3,5,294.4,200.5,True,0.9,27
232,7.71,6,1,383.6,166.8,True,0.2,6
232,7.71,7,4,251.1,213.8,True,0.47,14
233,7.74,2,4,223.0,212.9,True,0.23,7
233,7.74,3,5,294.7,200.5,True,0.93,28
233,7.74,6,1,387.5,166.1,True,0.23,7
233,7.74,7,4,252.5,212.8,True,0.5,15
234,7.77,2,4,220.5,212.9,True,0.27,8
234,7.77,3,5,295.2,200.0,True,0.97,29
234,7.77,6,1,391.4,165.4,True,0.27,8
234,7.77,7,4,253.7,211.7,True,0.53,16
235,7.81,2,4,218.0,212.9,True,0.3,9
235,7.81,3,5,295.6,199.5,True,1.0,30
235,7.81,6,1,395.4,164.6,True,0.3,9
235,7.81,7,4,254.7,211.0,True,0.57,17
236,7.84,2,4,215.5,212.9,True,0.33,10
236,7.84,3,5,295.7,198.9,True,1.03,31
236,7.84,6,1,399.3,163.9,True,0.33,10
236,7.84,7,4,258.0,210.7,True,0.6,18
237,7.87,2,4,251.9,207.1,True,0.37,11
237,7.87,3,5,295.8,198.2,True,1.07,32
237,7.87,6,1,403.2,163.1,True,0.37,11
237,7.87,7,4,259.1,211.2,True,0.63,19
238,7.91,2,4,251.9,206.7,True,0.4,12
238,7.91,3,5,296.5,198.0,True,1.1,33
238,7.91,6,1,407.2,162.4,True,0.4,12
238,7.91,7,4,260.4,209.4,True,0.67,20
239,7.94,2,4,252.0,206.3,True,0.43,13
239,7.94,3,5,297.4,197.3,True,1.13,34
239,7.94,6,1,411.1,161.7,True,0.43,13
239,7.94,7,4,260.9,207.9,True,0.7,21
240,7.97,2,4,252.1,205.9,True,0.47,14
240,7.97,3,5,297.6,197.5,True,1.17,35
240,7.97,6,1,415.0,160.9,True,0.47,14
240,7.97,7,4,260.9,207.3,True,0.73,22
241,8.01,2,4,252.1,205.5,True,0.5,15
241,8.01,3,5,297.5,198.0,True,1.2,36
241,8.01,6,1,419.0,160.2,True,0.5,15
241,8.01,7,4,261.7,207.0,True,0.77,23
242,8.04,2,4,252.2,205.1,True,0.53,16
242,8.04,3,5,298.2,197.3,True,1.23,37
242,8.04,6,1,422.9,159.5,True,0.53,16
242,8.04,7,4,262.0,207.3,True,0.8,24
243,8.07,3,5,298.3,197.4,True,1.27,38
243,8.07,6,1,426.8,158.7,True,0.57,17
243,8.07,7,2,257.2,205.5,True,0,0
244,8.11,3,5,299.0,196.6,True,1.3,39
244,8.11,6,1,430.8,158.0,True,0.6,18
244,8.11,7,4,259.3,206.0,True,0.87,25
245,8.14,3,5,299.7,196.2,True,1.33,40
245,8.14,6,1,434.7,157.2,True,0.63,19
245,8.14,7,4,259.9,205.7,True,0.9,26
246,8.17,3,5,300.3,195.9,True,1.37,41
246,8.17,6,1,438.6,156.5,True,0.67,20
246,8.17,7,4,260.8,205.0,True,0.93,27
247,8.21,3,5,300.9,195.4,True,1.4,42
247,8.21,6,5,415.3,173.9,True,1.37,14
247,8.21,7,4,261.0,205.0,True,0.97,28
248,8.24,3,5,301.5,195.1,True,1.43,43
248,8.24,6,5,419.5,173.0,True,1.4,15
248,8.24,7,4,260.9,202.8,True,1.0,29
249,8.27,3,5,302.1,194.7,True,1.47,44
249,8.27,6,5,423.7,172.2,True,1.43,16
249,8.27,7,2,259.9,203.5,True,0.2,1
250,8.31,3,5,302.6,194.3,True,1.5,45
250,8.31,6,5,427.9,171.2,True,1.47,17
250,8.31,7,2,259.9,203.2,True,0.23,2
251,8.34,3,5,303.0,193.9,True,1.53,46
251,8.34,6,5,431.9,170.3,True,1.5,18
251,8.34,7,2,260.1,202.8,True,0.27,3
252,8.38,3,5,303.7,193.5,True,1.57,47
252,8.38,6,5,436.2,169.4,True,1.53,19
252,8.38,7,2,260.1,202.6,True,0.3,4
253,8.41,3,5,304.3,193.1,True,1.6,48
253,8.41,6,5,440.4,168.5,True,1.57,20
253,8.41,7,2,260.2,201.2,True,0.33,5
254,8.44,3,5,304.9,192.7,True,1.63,49
254,8.44,6,5,444.7,167.6,True,1.6,21
254,8.44,7,2,259.8,201.0,True,0.37,6
255,8.48,6,5,449.0,166.7,True,1.63,22
255,8.48,7,2,259.2,201.2,True,0.4,7
256,8.51,6,5,453.2,165.8,True,1.67,23
256,8.51,7,2,259.5,201.4,True,0.43,8
257,8.54,6,5,457.5,164.8,True,1.7,24
257,8.54,7,2,259.3,199.9,True,0.47,9
258,8.58,6,5,461.7,163.9,True,1.74,25
258,8.58,7,2,259.0,197.7,True,0.5,10
259,8.61,7,2,261.0,195.3,True,0.53,11
260,8.64,7,2,260.8,194.6,True,0.57,12
261,8.68,7,2,260.8,194.4,True,0.6,13
262,8.71,7,2,260.4,192.2,True,0.63,14
263,8.74,7,2,261.2,190.0,True,0.67,15
264,8.78,7,2,262.8,188.9,True,0.7,16
265,8.81,7,2,264.3,188.2,True,0.73,17
266,8.84,7,11,258.5,182.6,True,0,0
267,8.88,7,11,259.7,181.4,True,0.03,1
268,8.91,7,11,260.2,180.3,True,0.07,2
269,8.94,7,11,260.0,181.8,True,0.1,3
270,8.98,7,2,263.9,179.3,True,0.9,18
271,9.01,7,2,264.9,177.8,True,0.93,19
272,9.04,7,2,267.2,176.7,True,0.97,20
273,9.08,7,2,267.7,175.4,True,1.0,21
274,9.11,7,2,268.2,174.2,True,1.03,22
275,9.14,7,2,268.7,172.9,True,1.07,23
276,9.18,7,2,269.2,171.7,True,1.1,24
277,9.21,7,2,269.7,170.4,True,1.13,25
278,9.24,7,2,270.2,169.2,True,1.17,26
279,9.28,7,2,270.7,167.9,True,1.2,27
280,9.31,7,11,259.6,174.9,True,0.47,4
281,9.34,7,11,254.0,172.4,True,0.5,5
282,9.38,7,11,259.0,171.1,True,0.53,6
283,9.41,7,5,271.5,168.7,True,2.54,11
284,9.44,7,5,272.6,167.5,True,2.57,12
285,9.48,7,5,272.6,166.4,True,2.6,13
286,9.51,7,5,272.3,165.1,True,2.64,14
287,9.54,7,5,271.8,164.4,True,2.67,15
288,9.58,7,5,271.5,164.2,True,2.7,16
289,9.61,7,5,270.9,163.0,True,2.74,17
290,9.64,7,5,270.1,161.1,True,2.77,18
291,9.68,7,5,268.9,159.7,True,2.8,19
292,9.71,7,5,267.3,158.3,True,2.84,20
293,9.74,7,5,264.4,158.4,True,2.87,21
294,9.78,7,5,263.2,157.6,True,2.9,22
295,9.81,7,5,262.5,156.1,True,2.94,23
296,9.84,7,5,262.0,155.6,True,2.97,24
297,9.88,7,5,261.3,154.9,True,3.0,25
298,9.91,7,5,260.5,154.6,True,3.04,26
299,9.94,7,5,259.9,154.4,True,3.07,27
300,9.98,7,5,259.3,154.0,True,3.1,28
301,10.01,7,5,258.2,153.6,True,3.14,29
302,10.04,7,5,257.3,153.1,True,3.17,30
303,10.08,7,5,256.6,152.7,True,3.2,31
304,10.11,7,5,256.4,150.3,True,3.24,32
305,10.14,7,5,255.7,149.0,True,3.27,33
306,10.18,7,5,255.2,146.4,True,3.3,34
307,10.21,7,5,254.3,146.9,True,3.34,35
308,10.24,7,5,253.5,145.1,True,3.37,36
309,10.28,7,5,252.7,145.4,True,3.4,37
310,10.31,7,5,251.9,143.9,True,3.44,38
311,10.34,7,2,261.5,155.3,True,2.27,28
312,10.38,7,2,260.8,155.1,True,2.3,29
313,10.41,7,2,260.1,155.5,True,2.34,30
314,10.44,7,2,259.5,156.4,True,2.37,31
315,10.48,7,2,259.7,156.6,True,2.4,32
316,10.51,7,2,259.0,157.3,True,2.44,33
317,10.54,7,2,259.0,157.1,True,2.47,34
318,10.58,7,2,258.2,156.5,True,2.5,35
319,10.61,7,2,256.4,153.0,True,2.54,36
320,10.64,7,2,255.4,151.3,True,2.57,37
321,10.68,7,2,254.8,150.3,True,2.6,38
322,10.71,7,2,254.9,149.9,True,2.64,39
323,10.74,7,2,254.6,149.4,True,2.67,40
324,10.78,7,2,254.3,148.3,True,2.7,41
325,10.81,7,2,253.4,147.2,True,2.74,42
326,10.84,7,2,253.4,147.0,True,2.77,43
327,10.88,7,2,252.7,146.0,True,2.8,44
328,10.91,7,11,245.9,143.1,True,2.07,7
329,10.94,7,11,245.0,142.7,True,2.1,8
330,10.98,7,11,244.0,142.0,True,2.14,9
331,11.01,7,11,243.1,141.3,True,2.17,10
332,11.04,7,2,249.8,143.4,True,2.97,45
333,11.08,6,2,249.9,139.2,True,3.77,6
333,11.08,7,2,249.4,144.3,True,3.0,46
334,11.11,6,2,249.3,138.0,True,3.8,7
334,11.11,7,2,248.8,144.2,True,3.04,47
335,11.14,6,5,232.4,116.9,True,4.3,26
335,11.14,7,2,248.1,143.9,True,3.07,48
336,11.18,6,5,231.6,115.3,True,4.34,27
336,11.18,7,2,247.8,143.5,True,3.1,49
337,11.21,6,5,230.7,113.8,True,4.37,28
337,11.21,7,2,247.3,143.1,True,3.14,50
338,11.24,6,5,229.8,112.2,True,4.4,29
338,11.24,7,2,247.0,142.8,True,3.17,51
339,11.28,6,5,229.0,110.7,True,4.44,30
339,11.28,7,2,246.6,142.7,True,3.2,52
340,11.31,6,5,228.1,109.1,True,4.47,31
340,11.31,7,2,246.3,142.6,True,3.24,53
341,11.34,6,5,227.2,107.5,True,4.5,32
341,11.34,7,2,246.1,142.5,True,3.27,54
342,11.38,6,5,226.3,106.0,True,4.54,33
342,11.38,7,2,245.8,142.3,True,3.3,55
343,11.41,6,5,225.5,104.4,True,4.57,34
343,11.41,7,2,245.3,142.1,True,3.34,56
344,11.44,6,5,224.6,102.9,True,4.6,35
344,11.44,7,2,244.9,141.8,True,3.37,57
345,11.48,6,5,223.7,101.3,True,4.64,36
345,11.48,7,2,244.5,141.7,True,3.4,58
346,11.51,6,5,222.9,99.8,True,4.67,37
346,11.51,7,2,244.6,141.7,True,3.44,59
347,11.54,6,5,222.0,98.2,True,4.7,38
347,11.54,7,2,244.4,141.6,True,3.47,60
348,11.58,6,5,221.1,96.6,True,4.74,39
348,11.58,7,2,243.4,141.3,True,3.5,61
349,11.61,6,5,220.2,95.1,True,4.77,40
349,11.61,7,2,242.9,141.2,True,3.54,62
350,11.64,6,5,219.4,93.5,True,4.8,41
350,11.64,7,2,242.6,141.1,True,3.57,63
351,11.68,6,5,218.5,92.0,True,4.84,42
351,11.68,7,2,243.0,141.0,True,3.6,64
352,11.71,6,5,217.6,90.4,True,4.87,43
352,11.71,7,2,242.7,140.5,True,3.64,65
353,11.75,6,5,216.8,88.8,True,4.9,44
353,11.75,7,2,242.1,140.0,True,3.67,66
354,11.78,6,5,215.9,87.3,True,4.94,45
354,11.78,7,2,241.6,139.4,True,3.7,67
355,11.81,6,5,215.0,85.7,True,4.97,46
355,11.81,7,2,240.9,138.9,True,3.74,68
356,11.85,6,5,214.1,84.2,True,5.01,47
356,11.85,7,2,240.9,138.5,True,3.77,69
357,11.88,6,11,211.4,135.4,True,0,0
357,11.88,7,2,240.2,138.1,True,3.8,70
358,11.91,6,11,210.4,135.0,True,0.03,1
358,11.91,7,2,239.3,137.6,True,3.84,71
359,11.95,6,2,221.4,143.5,True,4.64,8
359,11.95,7,2,239.0,137.1,True,3.87,72
360,11.98,6,2,220.3,143.7,True,4.67,9
360,11.98,7,2,238.4,136.5,True,3.9,73
361,12.01,6,2,219.2,143.9,True,4.7,10
361,12.01,7,2,238.0,136.2,True,3.94,74
362,12.05,6,2,218.1,144.1,True,4.74,11
362,12.05,7,2,237.7,135.8,True,3.97,75
363,12.08,6,2,217.0,144.3,True,4.77,12
363,12.08,7,2,237.3,135.4,True,4.0,76
364,12.11,6,2,215.9,144.5,True,4.8,13
364,12.11,7,2,236.9,135.0,True,4.04,77
365,12.15,6,2,214.8,144.7,True,4.84,14
365,12.15,7,2,236.5,134.6,True,4.07,78
366,12.18,6,2,213.7,144.9,True,4.87,15
366,12.18,7,2,236.0,134.2,True,4.1,79
367,12.21,6,2,212.6,145.1,True,4.9,16
367,12.21,7,2,235.6,133.8,True,4.14,80
368,12.25,2,5,205.6,85.9,True,0,0
368,12.25,6,11,223.5,154.2,True,0.37,2
368,12.25,7,11,247.2,142.4,True,3.4,11
369,12.28,2,5,204.9,84.6,True,0.03,1
369,12.28,6,5,185.2,116.3,False,5.44,48
369,12.28,7,11,247.3,142.3,True,3.44,12
370,12.31,2,5,204.2,83.5,True,0.07,2
370,12.31,6,5,183.8,116.2,False,0,0
370,12.31,7,11,247.5,142.3,True,3.47,13
371,12.35,2,5,203.7,83.0,True,0.1,3
371,12.35,6,5,182.4,116.1,False,0,0
371,12.35,7,11,247.6,142.2,True,3.5,14
372,12.38,2,5,203.1,82.8,True,0.13,4
372,12.38,6,5,181.1,116.0,False,0,0
372,12.38,7,11,247.7,142.2,True,3.54,15
373,12.41,2,5,202.5,82.2,True,0.17,5
373,12.41,6,5,179.7,115.9,False,0,0
373,12.41,7,11,247.9,142.1,True,3.57,16
374,12.45,2,5,201.7,80.9,True,0.2,6
374,12.45,6,5,178.3,115.9,False,0,0
374,12.45,7,11,248.0,142.0,True,3.6,17
375,12.48,2,5,201.0,79.6,False,0.23,7
375,12.48,6,5,177.0,115.8,False,0,0
375,12.48,7,11,246.9,142.7,True,3.64,18
376,12.51,2,5,200.2,78.3,False,0,0
376,12.51,6,5,175.6,115.7,False,0,0
376,12.51,7,11,247.0,142.6,True,3.67,19
377,12.55,2,5,199.4,77.0,False,0,0
377,12.55,6,5,174.2,115.6,False,0,0
377,12.55,7,11,247.1,142.6,True,3.7,20
378,12.58,2,5,198.7,75.7,False,0,0
378,12.58,6,5,172.9,115.5,False,0,0
378,12.58,7,11,247.1,142.6,True,3.74,21
379,12.61,2,5,197.9,74.4,False,0,0
379,12.61,6,5,171.5,115.4,False,0,0
379,12.61,7,11,247.2,142.6,True,3.77,22
380,12.65,2,5,197.1,73.1,False,0,0
380,12.65,6,5,170.1,115.4,False,0,0
380,12.65,7,11,247.3,142.6,True,3.8,23
381,12.68,2,5,196.4,71.9,False,0,0
381,12.68,6,5,168.8,115.3,False,0,0
381,12.68,7,11,247.3,142.6,True,3.84,24
382,12.71,2,5,195.6,70.6,False,0,0
382,12.71,6,5,167.4,115.2,False,0,0
382,12.71,7,11,247.4,142.6,True,3.87,25
383,12.75,2,5,194.8,69.3,False,0,0
383,12.75,6,5,166.0,115.1,False,0,0
383,12.75,7,11,247.5,142.6,True,3.9,26
384,12.78,2,5,194.1,68.0,False,0,0
384,12.78,7,5,197.3,94.8,False,5.91,39
385,12.81,2,5,193.3,66.7,False,0,0
385,12.81,7,5,196.5,94.2,False,0,0
386,12.85,2,5,192.5,65.4,False,0,0
386,12.85,7,5,195.8,93.5,False,0,0
387,12.88,2,5,191.8,64.1,False,0,0
387,12.88,7,5,195.0,92.9,False,0,0
388,12.91,2,5,191.0,62.8,False,0,0
389,12.95,2,5,190.2,61.5,False,0,0
390,12.98,2,5,189.5,60.2,False,0,0
391,13.01,2,5,188.7,58.9,False,0,0
392,13.05,2,5,187.9,57.6,False,0,0
393,13.08,2,5,187.2,56.3,False,0,0
394,13.11,2,5,186.4,55.0,False,0,0
394,13.11,7,5,190.9,72.6,False,0,0
395,13.15,2,5,185.6,53.7,False,0,0
396,13.18,2,5,184.8,52.4,False,0,0
397,13.21,2,5,184.1,51.1,False,0,0
398,13.25,2,5,183.3,49.8,False,0,0
399,13.28,2,5,182.5,48.5,False,0,0
400,13.31,2,5,181.8,47.2,False,0,0
401,13.35,2,5,181.0,45.9,False,0,0
402,13.38,2,5,180.2,44.6,False,0,0
403,13.41,2,5,179.5,43.3,False,0,0
404,13.45,2,5,178.7,42.0,False,0,0
405,13.48,2,5,177.9,40.7,False,0,0
406,13.51,2,5,177.2,39.4,False,0,0
490,16.32,7,1,302.0,147.8,True,0,0
491,16.35,7,1,302.1,148.1,True,0.03,1
492,16.38,7,1,302.1,148.3,True,0.07,2
493,16.42,7,1,302.2,148.6,True,0.1,3
494,16.45,7,1,302.2,148.9,True,0.13,4
495,16.48,7,1,302.3,149.2,True,0.17,5
496,16.52,7,1,302.3,149.5,True,0.2,6
497,16.55,7,1,302.4,149.8,True,0.23,7
498,16.58,7,1,302.4,150.1,True,0.27,8
499,16.62,7,1,302.5,150.4,True,0.3,9
500,16.65,7,1,302.5,150.7,True,0.33,10
501,16.68,7,1,302.6,151.0,True,0.37,11
502,16.72,7,1,302.6,151.2,True,0.4,12
503,16.75,7,1,302.6,151.5,True,0.43,13
504,16.78,7,1,302.6,151.8,True,0.47,14
505,16.82,7,1,302.7,152.1,True,0.5,15
506,16.85,7,1,302.7,152.4,True,0.53,16
507,16.88,7,1,302.7,152.7,True,0.57,17
508,16.92,7,1,302.7,153.0,True,0.6,18
509,16.95,7,1,302.8,153.3,True,0.63,19
510,16.98,7,1,302.8,153.6,True,0.67,20
511,17.02,7,1,302.8,153.9,True,0.7,21
512,17.05,7,1,302.9,154.1,True,0.73,22
513,17.08,7,1,302.9,154.4,True,0.77,23
514,17.12,7,1,303.0,154.7,True,0.8,24
568,18.92,2,1,306.6,148.4,True,0,0
569,18.95,2,1,306.6,148.8,True,0.03,1
570,18.99,2,1,306.6,148.8,True,0.07,2
571,19.02,2,1,306.7,149.3,True,0.1,3
572,19.05,2,1,306.7,149.6,True,0.13,4
573,19.09,2,1,306.7,149.9,True,0.17,5
574,19.12,2,1,306.7,150.2,True,0.2,6
575,19.15,2,1,306.7,150.5,True,0.23,7
576,19.19,2,1,306.3,150.0,True,0.27,8
577,19.22,2,1,306.2,150.1,True,0.3,9
578,19.25,2,1,306.3,150.1,True,0.33,10
579,19.29,2,1,306.2,150.2,True,0.37,11
580,19.32,2,1,306.2,150.3,True,0.4,12
581,19.35,2,1,306.1,150.4,True,0.43,13
582,19.39,2,1,306.1,150.5,True,0.47,14
583,19.42,2,1,306.0,150.7,True,0.5,15
584,19.45,2,1,306.0,150.8,True,0.53,16
585,19.49,2,1,305.9,150.9,True,0.57,17
586,19.52,2,1,305.9,151.1,True,0.6,18
587,19.55,2,1,305.8,151.2,True,0.63,19
588,19.59,2,1,305.8,151.3,True,0.67,20
589,19.62,2,1,305.6,151.4,True,0.7,21
590,19.65,2,1,305.6,151.6,True,0.73,22
591,19.69,2,1,305.6,151.7,True,0.77,23
592,19.72,2,1,305.5,151.8,True,0.8,24
593,19.75,2,1,305.5,152.0,True,0.83,25
594,19.79,2,1,305.5,152.1,True,0.87,26
595,19.82,2,1,305.4,152.2,True,0.9,27
596,19.85,2,1,305.4,152.3,True,0.93,28
597,19.89,2,1,305.3,152.4,True,0.97,29
598,19.92,2,1,305.3,152.6,True,1.0,30
599,19.95,2,1,305.2,152.7,True,1.03,31
600,19.99,2,1,305.2,152.9,True,1.07,32
601,20.02,2,1,305.2,153.0,True,1.1,33
602,20.05,2,1,305.1,153.2,True,1.13,34
603,20.09,2,1,305.0,153.3,True,1.17,35
604,20.12,2,1,305.0,153.4,True,1.2,36
605,20.15,2,1,308.6,150.7,True,1.23,37
606,20.19,2,1,309.0,150.6,True,1.27,38
607,20.22,2,1,309.3,150.6,True,1.3,39
608,20.25,2,1,309.7,150.6,True,1.33,40
609,20.29,2,1,310.0,150.6,True,1.37,41
610,20.32,2,1,310.2,150.5,True,1.4,42
611,20.35,2,1,310.4,150.5,True,1.43,43
612,20.39,2,1,311.0,150.4,True,1.47,44
613,20.42,2,1,311.2,150.6,True,1.5,45
614,20.45,2,1,311.4,150.6,True,1.53,46
615,20.49,2,1,311.7,150.6,True,1.57,47
616,20.52,2,1,311.9,150.5,True,1.6,48
617,20.55,2,1,312.2,150.5,True,1.63,49
618,20.59,2,1,312.4,150.5,True,1.67,50
619,20.62,2,1,312.7,150.5,True,1.7,51
620,20.65,2,1,312.9,150.5,True,1.74,52
621,20.69,2,1,313.2,150.5,True,1.77,53
622,20.72,2,1,313.4,150.5,True,1.8,54
